id	file	length_offset	text_offset	source	translation	control_codes	status	notes
Script/scenario05_7.binu8@87911	Script/scenario05_7.binu8	87907	87911	@vNanana_0365「い、今のは、その！　深い意味は、ありませんからねっ！？　いえ、浅いわけではないですけど！」	@vNanana_0365「刚、刚才那句话，只是！没有什么特别的意思哦！？不，也不是说没有深意！」	@vNanana_0365	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@88067	Script/scenario05_7.binu8	88063	88067	「ははは、わかっているって。何も、そんなに焦らなくても」	「哈哈哈，我明白了，你别担心。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88156	Script/scenario05_7.binu8	88152	88156	@vNanana_0366「夏の暑さに、やられてしまったみたいです！！　ごめんなさい、環くん！　ナナ、先に行ってますからぁぁ……！！」	@vNanana_0366「看来是被夏天的炎热击垮了！！对不起，环！奈奈先走一步啦——！！」	@vNanana_0366	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@88336	Script/scenario05_7.binu8	88332	88336	「へ？」	「嗯？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88353	Script/scenario05_7.binu8	88349	88353	　顔を真っ赤にさせながら、全速力で逃げる奈々菜。	　奈奈菜涨红了脸，全速逃走。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88430	Script/scenario05_7.binu8	88426	88430	「……今の、何が駄目だったんだろう」	「…………我想知道刚才出了什么问题。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88489	Script/scenario05_7.binu8	88485	88489	　人気のない夜の道。@n　夏の暑さだけが、肌を覆う。	夜晚的道路空无一人。@n只有夏日的炎热覆盖着我的皮肤。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88568	Script/scenario05_7.binu8	88564	88568	「……可愛いだけの女の子、か」	「…………只是个可爱的女孩吧？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88618	Script/scenario05_7.binu8	88614	88618	　天使奈々菜と言う少女が、それだけではないことを……あいつはいつ、自覚するんだろうな。	天使奈奈菜菜并不仅仅是这样的少女……她什么时候才会意识到呢。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@88752	Script/scenario05_7.binu8	88748	88752	@vOboro_0237「瀬和くん？　さっき、天使さんが駆け足で逃げ込んできたけれど……何かした？」	@vOboro_0237「濑和君？刚才天使小姐一路小跑着躲进来了……你对她做了什么吗？」	@vOboro_0237	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@88883	Script/scenario05_7.binu8	88879	88883	「……へ？」	「…………嗯？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@88906	Script/scenario05_7.binu8	88902	88906	@vOboro_0238「あっはっはー、夜道で元アイドルを襲うなんて、君もやるね。見直したよ」	@vOboro_0238「啊哈哈～，你也敢在夜路上袭击原偶像啊。我对你有些刮目相看了」	@vOboro_0238	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@89028	Script/scenario05_7.binu8	89024	89028	「んなわけないだろ。奈々菜が逃げたのは……さぁ、なんでだろうな……」	「没办法。娜娜逃跑了…………现在，我不知道为什么…………」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@89135	Script/scenario05_7.binu8	89131	89135	　否定しておきながら、自分でもわかっていなかった。	虽然我否定了，但其实自己也不知道缘由。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@89215	Script/scenario05_7.binu8	89211	89215	@vOboro_0239「荷物、大変そうだね。手伝おうか？」	@vOboro_0239「东西看起来很多啊。要我来帮忙吗？」	@vOboro_0239	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@89286	Script/scenario05_7.binu8	89282	89286	「大丈夫だよ。って、本当に手伝いに来たのか？」	「没关系。那么，你真的是来帮忙的吗？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@89360	Script/scenario05_7.binu8	89356	89360	@vOboro_0240「半分正解、もう半分は……女の子だけの空間から逃げ出したくて、君のもとへ来ちゃった」	@vOboro_0240「你说对了一半，还有一半是……我想从只有女孩子的房屋里逃出来，来到你的身边」	@vOboro_0240	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@89503	Script/scenario05_7.binu8	89499	89503	「へえ、意外だな。朧って、女の子相手でも平気で振る舞えると思っていた」	「哦，真意外啊。我还以为胧就算面对女孩子也能应对自如呢。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@89613	Script/scenario05_7.binu8	89609	89613	@vOboro_0241「振る舞えるさ。むしろ、男子相手よりも楽に接することが出来るよ」	@vOboro_0241「面对女孩子我是没什么。倒不如说，我感觉比男生容易相处些」	@vOboro_0241	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@89726	Script/scenario05_7.binu8	89722	89726	「じゃあ、どうして？」	「那为什么呢？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@89764	Script/scenario05_7.binu8	89760	89764	@vOboro_0242「違うと言うことが、たまらなく嫌になることもあるんだよ」	@vOboro_0242「虽想说‘不是这样’，但有时还是忍不住心生烦闷」	@vOboro_0242	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@89865	Script/scenario05_7.binu8	89861	89865	「……ふぅん」	「…………嗯。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@89891	Script/scenario05_7.binu8	89887	89891	　相変わらず、よくわからないことばかり口にするやつだ。	胧还是老样子，说着一些让人捉摸不透的话。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@89977	Script/scenario05_7.binu8	89973	89977	@vOboro_0243「それにしても、今回の台本はなかなか物凄いね。あれを天使さんが書いたと思うと、びっくりだよ」	@vOboro_0243「话说回来，这次的剧本相当厉害呢。一想到那是天使同学写的剧本，就把我吓了一跳」	@vOboro_0243	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@90132	Script/scenario05_7.binu8	90128	90132	「ああ、そうだな。だからこそ、やりがいがある」	「啊，是啊，所以才这么有收获呢。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@90206	Script/scenario05_7.binu8	90202	90206	@vOboro_0244「ああいう腹黒さ、僕は大好きだな。あの台本を目にしてから、あの子の評価はうなぎのぼりだ。感服したと言ってもいい」	@vOboro_0244「我就喜欢那种腹黑劲儿。自从看过那份剧本，我对那个孩子的评价就直线上升。说是佩服得五体投地也不为过。」	@vOboro_0244	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@90391	Script/scenario05_7.binu8	90387	90391	「朧の役は、バルドルだったな」	「胧饰演的角色是巴尔德。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@90441	Script/scenario05_7.binu8	90437	90441	@vOboro_0245「……そうだね。台本を目にしたときから、僕がこの役を演じるんだろうって思ったよ」	@vOboro_0245「……你说的没错。当我看到剧本时，我就觉得我会扮演这个角色」	@vOboro_0245	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@90578	Script/scenario05_7.binu8	90574	90578	「うん？　配役に不満があるのか？」	「嗯？你对演员阵容不满意吗？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@90634	Script/scenario05_7.binu8	90630	90634	　悲しげな物言いが、少し気になってしまった。	我稍微有点在意他那悲哀的说话方式。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@90705	Script/scenario05_7.binu8	90701	90705	@vOboro_0246「不満はないよ。ただ、子どものわがままのようなものさ」	@vOboro_0246「我没什么不满。这只是小孩的任性罢了」	@vOboro_0246	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@90803	Script/scenario05_7.binu8	90799	90803	　それから朧は、じっと俺の目を見つめる。	　说完，胧一动不动地凝视着我的眼睛。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@90868	Script/scenario05_7.binu8	90864	90868	@vOboro_0247「僕は、ロキが演じたかったな。匂宮さんに取られて、少し残念だ」	@vOboro_0247「我是想扮演洛基啊。但是它已经被匂宫同学拿走了，稍微有点遗憾」	@vOboro_0247	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@90978	Script/scenario05_7.binu8	90974	90978	「……意外だな」	「…………这真是令人惊讶。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@91007	Script/scenario05_7.binu8	91003	91007	@vOboro_0248「あの物語のロキは、愛と美徳に溢れている。義兄弟であるオーディンのことを信じて、信じて、信じ抜いて……己の愛に沈んでいった。復讐に焦がれながらも、命の危機に晒されても、オーディンへの愛情が優先されたんだ」	@vOboro_0248「那个故事里的洛基，充满了爱与美德。她相信着自己的义兄弟奥丁，一次又一次地相信，直到彻底相信……最后沉溺于自己的爱。即使渴望复仇，即使身陷生命危险，她对奥丁的爱也始终优先。」	@vOboro_0248	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@91330	Script/scenario05_7.binu8	91326	91330	「朧は、ロキのことが好きなのか？」	「胧喜欢洛基吗？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@91386	Script/scenario05_7.binu8	91382	91386	@vOboro_0249「ああ、自分で演じてみたいと思うくらいには、気に入ってしまった。まぁ、オーディン役が架橋さんだと言うのなら、相手役としては匂宮さんしかいないのもその通り。僕ではあまりにも力不足」	@vOboro_0249「啊，喜欢到甚至想亲自演演看。再说，如果奥丁由架桥小姐出演，那么作为她的对手，确实只有匂宫小姐最合适。换作我，实力实在不够。」	@vOboro_0249	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@91670	Script/scenario05_7.binu8	91666	91670	@vOboro_0250「……もし、オーディンが別の誰かだったなら……僕は、ロキの役にこだわっていただろうけどね」	@vOboro_0250「……要是扮演奥丁的是另一个人的话……我也许还是会拘泥于洛基吧」	@vOboro_0250	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@91822	Script/scenario05_7.binu8	91818	91822	「他の誰か？」	「还有其他人吗？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@91848	Script/scenario05_7.binu8	91844	91848	　一体、誰のことを指しているのだろう。	他到底指的是谁？		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@91910	Script/scenario05_7.binu8	91906	91910	@vOboro_0251「匂宮さんのロキは、随分と良くなったね。びっくりしたよ」	@vOboro_0251「匂宫同学扮演洛基已经好多了。真的吓了一跳啊」	@vOboro_0251	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@92011	Script/scenario05_7.binu8	92007	92011	「朧もそう思うか？　あいつなりに、色々と試行錯誤をしていたみたいだからな。これから、もっと仕上がっていくだろう」	「胧，你也这么认为吗？看起来他也在用自己的方式不断摸索。今后应该还会越来越成熟吧。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@92184	Script/scenario05_7.binu8	92180	92184	@vOboro_0252「彼女もまた、愛を知ったのかもしれないね。そうじゃなきゃ、ロキを演じることは出来ないだろうから」	@vOboro_0252「或许她也懂得爱了吧。否则，她就无法演出洛基。」	@vOboro_0252	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@92345	Script/scenario05_7.binu8	92341	92345	「愛？」	「爱？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@92362	Script/scenario05_7.binu8	92358	92362	　ふと、めぐりとの秘密特訓を思い出す。	我突然想到了和巡的秘密特训。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@92424	Script/scenario05_7.binu8	92420	92424	@vOboro_0253「僕はね、瀬和くん。ロキは、義兄弟であるオーディンのことを、心から愛していたと思うんだ」	@vOboro_0253「我啊，濑和君。我觉得洛基是真心爱着义兄弟奥丁的。」	@vOboro_0253	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@92573	Script/scenario05_7.binu8	92569	92573	「ああ、間違いない。家族のように、思っていた」	「哦，当然。我把你们当作家人了。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@92647	Script/scenario05_7.binu8	92643	92647	@vOboro_0254「そうじゃない」	@vOboro_0254「不」	@vOboro_0254	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@92688	Script/scenario05_7.binu8	92684	92688	@vOboro_0255「――恋のような気持ちだと、解釈するのは不遜だろうか」	@vOboro_0255「——我把这种感情解释成恋爱，是不是太僭越了」	@vOboro_0255	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@92786	Script/scenario05_7.binu8	92782	92786	「恋だって？　ロキとオーディンは――」	「爱情？洛基和奥丁…………」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@92848	Script/scenario05_7.binu8	92844	92848	　男同士、なのに。	他们都是男人啊。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@92880	Script/scenario05_7.binu8	92876	92880	@vOboro_0256「あはは、そうだね。もちろん、直情的なことを言いたいわけじゃないよ。男女のそれとイコールで語るには、色々と誤解があると思う」	@vOboro_0256「啊哈哈，是呢。当然，我并不是所说的那个意思。如果要和男女关系相提并论的话，我觉得会产生很多误会“”」	@vOboro_0256	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@93083	Script/scenario05_7.binu8	93079	93083	@vOboro_0257「だけど、それほどまでにオーディンを信じられたのは、そういった特別な感情があったからだと思うんだ。家族よりも、恋人よりも、ロキはオーディンを優先した。それだけは、揺るぎない事実だ」	@vOboro_0257「但我觉得，他之所以能那样信任奥丁，正是因为有那种特殊的感情。洛基把奥丁置于家人和恋人之上。这一点，是无可动摇的事实。」	@vOboro_0257	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@93370	Script/scenario05_7.binu8	93366	93370	「……やっぱり、演劇って面白いよな。朧の解釈は、新鮮だ。人の数だけ、物語の捉え方が違うんだと思い知らされる」	「……果然，戏剧真有意思。朧的诠释很新鲜，也让我明白，每个人都有自己理解故事的方式。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@93537	Script/scenario05_7.binu8	93533	93537	　それもまた、一つの真実の形なのかもしれない。@n　切り捨てることなど、出来やしない。	这也可能是真理的一种形式。@n不可能砍掉的。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@93667	Script/scenario05_7.binu8	93663	93667	@vOboro_0258「瀬和くんは、僕の異端な解釈を否定しないんだ」	@vOboro_0258「环没有否定我异端的阐释啊」	@vOboro_0258	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@93753	Script/scenario05_7.binu8	93749	93753	「出来るわけないだろ、そんなもん。愛や恋に、理屈は通用しない。男同士だから、兄妹だから、家族だから、禁忌だから……想いを妨げる理由としては、何一つ足りていないよ」	「你不可能这么做。在爱情和人际关系中，理性是行不通的。他们是男人，他们是兄弟姐妹，他们是家人，他们是禁忌…………没有什么足以阻止你的感情。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@94001	Script/scenario05_7.binu8	93997	94001	@vOboro_0259「……そうだね」	@vOboro_0259「……你说的对」	@vOboro_0259	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@94042	Script/scenario05_7.binu8	94038	94042	　ずきん、と胸が傷んだ。	这胸口传来的绞痛。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@94083	Script/scenario05_7.binu8	94079	94083	　それは夏の夜の風がもたらした気まぐれなのだと思うことにした。	我想那是因由夏夜的风招致的惆怅。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@94181	Script/scenario05_7.binu8	94177	94181	「そろそろ、戻ろう。いつまでもこんなところにいたら、暑さで死んでしまう」	「是时候回去了，如果我们一直留在这里，我们会被热死的。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@94294	Script/scenario05_7.binu8	94290	94294	@vOboro_0260「あはは、そうだね。雑談に付き合ってくれて、ありがとう」	@vOboro_0260「啊哈哈，你说的对。感谢你能陪我闲聊」	@vOboro_0260	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_7.binu8@94395	Script/scenario05_7.binu8	94391	94395	　爽やかな朧の微笑みが、夜の風に吹かれて、消えた。	胧清爽的笑容在晚风的吹拂下消失了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_7.binu8@94475	Script/scenario05_7.binu8	94471	94475	EventMode			未翻译	
Script/scenario05_7.binu8@94489	Script/scenario05_7.binu8	94485	94489	scenario05_8			未翻译	
Script/scenario05_7.binu8@94778	Script/scenario05_7.binu8	94774	94778	イベント開始時に停止しました	事件开始时停止		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_7.binu8@94829	Script/scenario05_7.binu8	94825	94829	evt @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95206	Script/scenario05_7.binu8	95202	95206	vVisual @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95247	Script/scenario05_7.binu8	95243	95247	vX @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95283	Script/scenario05_7.binu8	95279	95283	vY @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95319	Script/scenario05_7.binu8	95315	95319	vZoom @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95358	Script/scenario05_7.binu8	95354	95358	vAttr @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95397	Script/scenario05_7.binu8	95393	95397	vParm1 @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95437	Script/scenario05_7.binu8	95433	95437	vParm2 @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95477	Script/scenario05_7.binu8	95473	95477	vParm3 @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95825	Script/scenario05_7.binu8	95821	95825	vTime @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95864	Script/scenario05_7.binu8	95860	95864	vZoom @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95903	Script/scenario05_7.binu8	95899	95903	vX @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95939	Script/scenario05_7.binu8	95935	95939	vY @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@95975	Script/scenario05_7.binu8	95971	95975	vWait @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99098	Script/scenario05_7.binu8	99094	99098	vPos @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99136	Script/scenario05_7.binu8	99132	99136	vChr @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99174	Script/scenario05_7.binu8	99170	99174	vMove @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99213	Script/scenario05_7.binu8	99209	99213	vTime @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99252	Script/scenario05_7.binu8	99248	99252	vX @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99288	Script/scenario05_7.binu8	99284	99288	vY @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99324	Script/scenario05_7.binu8	99320	99324	vZoom @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99363	Script/scenario05_7.binu8	99359	99363	vWait @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99402	Script/scenario05_7.binu8	99398	99402	vAttr @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99441	Script/scenario05_7.binu8	99437	99441	vParm1 @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99481	Script/scenario05_7.binu8	99477	99481	vParm2 @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99521	Script/scenario05_7.binu8	99517	99521	vParm3 @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99561	Script/scenario05_7.binu8	99557	99561	vPlane @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99601	Script/scenario05_7.binu8	99597	99601	x @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99636	Script/scenario05_7.binu8	99632	99636	y @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@99767	Script/scenario05_7.binu8	99763	99767	A			未翻译	
Script/scenario05_7.binu8@100099	Script/scenario05_7.binu8	100095	100099	vTime @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@100138	Script/scenario05_7.binu8	100134	100138	vX @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@100174	Script/scenario05_7.binu8	100170	100174	vY @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@100210	Script/scenario05_7.binu8	100206	100210	vWait @関数内ローカル変数			未翻译	
Script/scenario05_7.binu8@100249	Script/scenario05_7.binu8	100245	100249	vPlane @関数内ローカル変数			未翻译	
Script/scenario05_8.binu8@62397	Script/scenario05_8.binu8	62393	62397	rize_view.png			未翻译	
Script/scenario05_8.binu8@62415	Script/scenario05_8.binu8	62411	62415	ハナ	白坂花		术语检查	独立角色名；依据人物名表
Script/scenario05_8.binu8@62426	Script/scenario05_8.binu8	62422	62426	@vHana_0196「双葉ちゃんって、器用なんですね！　お裁縫がとても丁寧なので、驚きました！」	@vHana_0196「双叶，你真灵巧！针脚缝得这么细，我都看惊了！」	@vHana_0196	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@62556	Script/scenario05_8.binu8	62552	62556	　環くんとナナが買い出しにでかけている間、私たちはゆったりと作業を進めていた。	　环和奈奈菜出门采购期间，我们几个悠闲地继续着手上的工作。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_8.binu8@62678	Script/scenario05_8.binu8	62674	62678	双葉	仓科双叶		术语检查	独立角色名；依据人物名表
Script/scenario05_8.binu8@62689	Script/scenario05_8.binu8	62685	62689	@vFutaba_0594「そ、そうですか！？　やったことがなかったですけど、意外と楽しいですね！　白坂さんの教え方がうまくて助かります！」	@vFutaba_0594「真、真的吗！？我以前从没做过，没想到还挺有意思的！多亏白坂小姐教得好，帮大忙了！」	@vFutaba_0594	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@62878	Script/scenario05_8.binu8	62874	62878	@vHana_0197「そうでしょうそうでしょう！　衣装作りって、意外と楽しいんですよねー！」	@vHana_0197「对吧对吧！制作服装其实意外地很有趣呢！」	@vHana_0197	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@63002	Script/scenario05_8.binu8	62998	63002	理世	箱鸟理世		术语检查	独立角色名；依据人物名表
Script/scenario05_8.binu8@63013	Script/scenario05_8.binu8	63009	63013	@vRize_0622「……凄い」	@vRize_0622「……好厉害“”」	@vRize_0622	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@63047	Script/scenario05_8.binu8	63043	63047	　片や私は、教えてもらったとおりにすら出来ない現実。	　可我却连照着别人教的步骤做，都做不好。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_8.binu8@63130	Script/scenario05_8.binu8	63126	63130	　作りやすい小物を任されていたが、まるで駄目だった。	　明明只是些容易上手的小物件，交到我手里却一塌糊涂。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_8.binu8@63213	Script/scenario05_8.binu8	63209	63213	めぐり	匂宫巡		术语检查	独立角色名；依据人物名表
Script/scenario05_8.binu8@63227	Script/scenario05_8.binu8	63223	63227	@vMeguri_0718「あら、また失敗？　理世は本当に、不器用ね」	@vMeguri_0718「哎呀，理世又搞砸了么？手艺活真是不行呢」	@vMeguri_0718	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@63311	Script/scenario05_8.binu8	63307	63311	@vRize_0623「……何も言い返せないわ。材料を無駄にしてしまって、ごめんなさい」	@vRize_0623「……无法辩解。抱歉，浪费了材料」	@vRize_0623	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@63426	Script/scenario05_8.binu8	63422	63426	　ついさきほども、ナナと二人で盛大にやらかしていた。	　就在刚才，我还和奈奈菜两个人闹出了不小的乱子。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_8.binu8@63509	Script/scenario05_8.binu8	63505	63509	　今度こそと気張ってみても、なかなかうまくいかない。	　我想着这次一定要做好，越是使劲，手上的活却越不顺利。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario05_8.binu8@63592	Script/scenario05_8.binu8	63588	63592	@vHana_0198「大丈夫ですよー！　もう一度、頑張ってみましょう？　今度は、付きっきりでお手伝いしますから！」	@vHana_0198「别灰心～！再尝试一次吧？这次我会在旁手把手教你的」	@vHana_0198	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@63749	Script/scenario05_8.binu8	63745	63749	@vRize_0624「……でも、私に付き合っても、効率が……」	@vRize_0624「……可是，要是陪我的话，效率就……」	@vRize_0624	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@63828	Script/scenario05_8.binu8	63824	63828	@vHana_0199「楽しい作業に、効率を考えてはいけません！　何のために、みんなで集まっていると思っているんですか！　さぁ、レッツトライですよー！」	@vHana_0199「为什么要在快乐的工作里考虑效率啊！你想想大家是为了什么才聚到这里呀！好啦，再试一次吧～！」	@vHana_0199	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@64039	Script/scenario05_8.binu8	64035	64039	@vRize_0625「は、ハナさん……！」	@vRize_0625「花小姐……！」	@vRize_0625	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario05_8.binu8@64088	Script/scenario05_8.binu8	64084	64088	　いつも、この人はこうなんだ。	花还是老样子啊。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario05_8.binu8@64138	Script/scenario05_8.binu8	64134	64138	　私なんかに教える必要はないのに、嬉しそうに付き合ってくれる。	　明明没必要教我这种人，她却总是满脸笑容地陪着我。		初译完成	第一幕开场段；结合上下文人工初译
